央视,#genre#
中华美食2,http://angtv.cc/test/gehua.php?id=zhms2
家家购物,http://angtv.cc/test/gehua.php?id=jjgw
家家购物2,http://angtv.cc/test/gehua.php?id=jjgw2
茶频道,http://angtv.cc/test/gehua.php?id=cpd
茶频道2,http://angtv.cc/test/gehua.php?id=cpd2
金鹰卡通,http://angtv.cc/test/gehua.php?id=jykt
金鹰卡通2,http://angtv.cc/test/gehua.php?id=jykt2
风尚购物,http://angtv.cc/test/gehua.php?id=fsgw
风尚购物2,http://angtv.cc/test/gehua.php?id=fsgw2
财富天下,http://angtv.cc/test/gehua.php?id=cftx
财富天下2,http://angtv.cc/test/gehua.php?id=cftx2
好享购物,http://angtv.cc/test/gehua.php?id=hxgw
好享购物2,http://angtv.cc/test/gehua.php?id=hxgw2
天元围棋,http://angtv.cc/test/gehua.php?id=tywq
天元围棋2,http://angtv.cc/test/gehua.php?id=tywq2

空中课堂,#genre#
空中课堂一年级,http://angtv.cc/test/gehua.php?id=kzktx1
空中课堂一年级2,http://angtv.cc/test/gehua.php?id=kzktx1b
空中课堂二年级,http://angtv.cc/test/gehua.php?id=kzktx2
空中课堂二年级2,http://angtv.cc/test/gehua.php?id=kzktx2b
空中课堂三年级,http://angtv.cc/test/gehua.php?id=kzktx3
空中课堂三年级2,http://angtv.cc/test/gehua.php?id=kzktx3b
空中课堂四年级,http://angtv.cc/test/gehua.php?id=kzktx4
空中课堂四年级2,http://angtv.cc/test/gehua.php?id=kzktx4b
空中课堂五年级,http://angtv.cc/test/gehua.php?id=kzktx5
空中课堂五年级2,http://angtv.cc/test/gehua.php?id=kzktx5b
空中课堂六年级,http://angtv.cc/test/gehua.php?id=kzktx6
空中课堂六年级2,http://angtv.cc/test/gehua.php?id=kzktx6b
空中课堂初一,http://angtv.cc/test/gehua.php?id=kzktc1
空中课堂初一2,http://angtv.cc/test/gehua.php?id=kzktc1b
空中课堂初二,http://angtv.cc/test/gehua.php?id=kzktc2
空中课堂初二2,http://angtv.cc/test/gehua.php?id=kzktc2b
空中课堂初三,http://angtv.cc/test/gehua.php?id=kzktc3
空中课堂初三2,http://angtv.cc/test/gehua.php?id=kzktc3b
空中课堂高一,http://angtv.cc/test/gehua.php?id=kzktg1
空中课堂高一2,http://angtv.cc/test/gehua.php?id=kzktg1b
空中课堂高二,http://angtv.cc/test/gehua.php?id=kzktg2
空中课堂高二2,http://angtv.cc/test/gehua.php?id=kzktg2b
空中课堂高三,http://angtv.cc/test/gehua.php?id=kzktg3
空中课堂高三2,http://angtv.cc/test/gehua.php?id=kzktg3b

